age,date,gender,country,selfemployed,familyhistory,treatment,workinterfere,remotework,techcompany,benefits,careoptions,wellnessprogram,seekhelp,anonymity,leave,mentalhealthconsequence,physhealthconsequence,coworkers,supervisor,mentalhealthinterview,physhealthinterview,mentalvsphysical,obsconsequence
49,2016,Male,United States,No,Yes,Yes,Sometimes,No,Yes,Yes,Unsure,Yes,Yes,Yes,Somewhat easy,Maybe,Maybe,Some of them,Yes,No,No,Yes,No
28,2016,Male,United States,No,No,No,No,Yes,Yes,Unsure,No,No,No,Unsure,Unsure,Maybe,No,Some of them,No,No,No,Unsure,No
27,2016,Female,United Kingdom,No,No,Yes,Sometimes,Yes,Yes,Unsure,Unsure,Yes,Unsure,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
23,2016,Male,Canada,No,No,Yes,Sometimes,No,Yes,Yes,No,No,No,Unsure,Somewhat easy,Maybe,Maybe,Some of them,Some,No,No,Unsure,No
29,2016,Male,Netherlands,No,No,No,Never,Yes,Yes,No,No,No,No,Yes,Somewhat easy,No,No,Yes,Yes,No,Maybe,Yes,No
30,2016,Male,Germany,No,No,No,No,No,Yes,Unsure,No,No,Unsure,Yes,Somewhat easy,No,No,Some of them,No,Maybe,Maybe,Unsure,No
28,2016,Female,Canada,No,No,No,No,No,Yes,Yes,Unsure,Unsure,Unsure,Unsure,Somewhat easy,No,No,Some of them,Yes,No,No,Unsure,No
32,2016,Male,United Kingdom,No,No,No,No,No,Yes,No,No,No,No,Unsure,Unsure,Yes,No,No,No,No,Yes,No,No
32,2016,Male,United Kingdom,No,No,Yes,Sometimes,No,No,Yes,Yes,No,No,Yes,Very easy,No,No,No,Yes,No,No,Yes,No
37,2016,Male,France,No,No,No,No,No,Yes,No,No,No,No,Unsure,Somewhat easy,Maybe,Maybe,Some of them,Some,No,Maybe,No,No
39,2016,Female,United States,No,No,No,No,Yes,No,No,Yes,No,No,Unsure,Very difficult,Yes,Maybe,No,No,No,Maybe,No,No
31,2016,Male,France,No,No,No,No,No,Yes,Unsure,No,No,Unsure,Unsure,Unsure,Maybe,Maybe,Some of them,No,No,No,Yes,No
29,2016,Male,United States,No,No,No,No,No,Yes,No,No,No,Unsure,Unsure,Somewhat difficult,Maybe,Maybe,Some of them,No,No,No,Unsure,No
30,2016,Male,United States,No,No,No,No,No,No,Yes,No,No,Unsure,Unsure,Unsure,Maybe,No,Some of them,Yes,No,No,Unsure,No
33,2016,Male,United States,Yes,Yes,Yes,Rarely,Yes,Yes,No,Yes,Yes,Yes,No,Very difficult,No,No,Yes,Yes,No,No,Yes,Yes
37,2016,Male,United States,No,Yes,Yes,Sometimes,No,Yes,Yes,Yes,Unsure,Unsure,Yes,Unsure,Maybe,No,Yes,Yes,No,No,Unsure,No
23,2016,Male,United States,No,No,Yes,Often,No,No,Yes,Yes,Yes,No,Yes,Somewhat easy,No,No,Some of them,Yes,No,Maybe,Yes,No
43,2016,Male,United States,No,Yes,Yes,Sometimes,No,No,Yes,Unsure,No,Yes,Unsure,Somewhat easy,Yes,No,No,No,No,No,No,No
32,2016,Male,United Kingdom,No,No,Yes,Rarely,No,Yes,Unsure,No,No,No,Unsure,Unsure,Maybe,No,Yes,Yes,No,Maybe,No,Yes
26,2016,Male,United States,No,No,No,Never,No,Yes,Unsure,Unsure,No,No,Unsure,Unsure,Yes,Yes,Some of them,No,No,No,No,No
32,2016,Male,United States,Yes,No,Yes,Sometimes,Yes,Yes,Unsure,Unsure,Unsure,Unsure,Unsure,Very easy,No,No,Yes,Yes,Yes,Yes,Unsure,No
37,2016,Female,United States,No,No,No,No,Yes,Yes,Unsure,Unsure,No,Unsure,Unsure,Unsure,Yes,No,Some of them,No,No,No,Unsure,No
29,2016,Male,United States,No,No,Yes,Often,No,Yes,Yes,Yes,No,No,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
34,2016,Male,United Kingdom,No,No,No,No,No,Yes,No,No,No,No,Unsure,Somewhat easy,Maybe,Maybe,Some of them,Yes,No,Maybe,Unsure,No
27,2016,Male,France,No,No,No,No,No,Yes,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,No,No,Yes,Yes,No,No,Yes,No
30,2016,Male,United States,No,Yes,No,Never,No,Yes,Unsure,No,No,Unsure,Unsure,Very easy,No,No,Some of them,Yes,No,Maybe,Unsure,No
29,2016,Male,United States,No,No,No,Never,No,Yes,Yes,Yes,No,Yes,Yes,Unsure,Maybe,No,Some of them,Some,No,No,No,No
32,2016,Male,United States,Yes,Yes,Yes,Sometimes,Yes,Yes,Yes,Yes,Unsure,Unsure,Unsure,Very difficult,Yes,Maybe,Some of them,No,No,No,No,No
18,2016,Male,United Kingdom,No,No,Yes,Sometimes,No,No,No,No,No,No,Unsure,Somewhat difficult,Yes,No,No,No,No,Maybe,Unsure,No
25,2016,Male,Germany,No,No,No,No,No,Yes,Yes,Yes,Unsure,Yes,Yes,Somewhat easy,Maybe,Maybe,Some of them,Yes,Yes,Yes,Yes,No
37,2016,Male,United States,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Somewhat easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
29,2016,Male,Netherlands,No,Yes,No,No,No,Yes,No,No,No,No,Unsure,Very easy,No,No,Some of them,Yes,No,Maybe,Yes,No
27,2016,Male,United States,No,No,No,No,No,Yes,Yes,Unsure,No,Unsure,Unsure,Unsure,No,No,Yes,Yes,No,No,Unsure,No
33,2016,Male,United Kingdom,No,No,No,No,No,Yes,Unsure,No,No,No,Unsure,Unsure,Maybe,No,Some of them,Some,No,Maybe,Unsure,No
30,2016,Male,Canada,No,Yes,Yes,Sometimes,No,No,Unsure,No,No,No,No,Very difficult,Yes,No,Some of them,No,No,Yes,No,Yes
29,2016,Male,Canada,No,No,No,No,Yes,Yes,No,Yes,No,No,Unsure,Somewhat difficult,Maybe,Maybe,Yes,Yes,No,Maybe,Unsure,No
25,2016,Male,United States,No,Yes,Yes,Never,Yes,Yes,Unsure,No,Yes,Unsure,Unsure,Unsure,Yes,No,Some of them,Yes,No,No,No,No
33,2017,Male,United States,No,Yes,Yes,Sometimes,No,No,No,Yes,No,No,Unsure,Unsure,No,No,Some of them,Yes,Maybe,Maybe,Unsure,No
31,2017,Male,South Africa,No,No,No,Never,Yes,Yes,No,No,No,No,No,Unsure,No,No,Some of them,Some,No,Maybe,No,No
21,2017,Male,Germany,No,No,No,Rarely,Yes,Yes,Unsure,No,No,No,Unsure,Very easy,Maybe,Maybe,Some of them,Some,No,Maybe,No,No
30,2017,Male,Switzerland,No,Yes,Yes,Sometimes,No,Yes,Unsure,No,No,No,No,Very difficult,Yes,Yes,No,No,No,No,No,No
29,2017,Male,United States,No,No,No,No,No,No,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,No,No,Yes,Yes,No,No,No,No
43,2017,Male,Croatia,Yes,No,Yes,Sometimes,Yes,Yes,No,No,No,No,Yes,Very difficult,Yes,No,Yes,No,No,Maybe,No,Yes
37,2017,Male,United Kingdom,No,No,Yes,Often,No,Yes,No,No,No,No,Unsure,Unsure,Yes,No,Yes,Yes,Maybe,Yes,No,No
24,2017,Male,France,No,No,No,No,No,Yes,No,No,Yes,No,Unsure,Unsure,Maybe,No,Yes,Some,No,No,Unsure,No
29,2017,Male,United States,No,No,No,No,Yes,Yes,Unsure,Unsure,No,No,Unsure,Very easy,No,No,Yes,Yes,No,No,Unsure,No
31,2017,Male,United States,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Unsure,No,No,Yes,Yes,No,No,Unsure,No
18,2017,Male,United States,No,No,No,No,No,Yes,Unsure,Unsure,No,No,Unsure,Somewhat easy,No,No,Yes,Yes,No,No,Yes,No
33,2017,Male,United Kingdom,Yes,No,No,Never,No,No,No,Unsure,No,No,Unsure,Very easy,No,No,Yes,Some,No,Yes,No,No
43,2017,Male,United States,No,No,No,No,No,No,Yes,Yes,Unsure,Yes,Yes,Unsure,No,No,Some of them,Yes,No,Maybe,Unsure,No
33,2017,Male,United Kingdom,No,No,Yes,Sometimes,No,Yes,Unsure,Unsure,No,No,Unsure,Unsure,Maybe,No,Some of them,No,No,Maybe,Unsure,No
27,2017,Male,United Kingdom,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Unsure,Maybe,No,Yes,Some,No,Yes,Yes,No
36,2017,Male,United States,No,Yes,Yes,Sometimes,Yes,No,Unsure,No,Unsure,Unsure,Unsure,Unsure,Yes,Maybe,No,No,No,Maybe,Unsure,No
37,2017,Male,Australia,No,Yes,Yes,Sometimes,No,Yes,No,Yes,No,No,Yes,Very easy,No,No,Some of them,Yes,No,Maybe,Yes,Yes
32,2017,Male,Belgium,No,No,No,No,No,Yes,No,Yes,No,No,Unsure,Very difficult,Yes,Maybe,No,No,No,No,No,No
39,2017,Male,United Kingdom,No,No,Yes,Sometimes,No,Yes,No,No,No,No,Unsure,Very easy,No,No,No,Some,No,Yes,Yes,No
31,2017,Male,United States,No,Yes,Yes,Sometimes,No,Yes,Yes,Yes,No,Unsure,Unsure,Somewhat easy,Maybe,No,Some of them,Yes,Maybe,Yes,Unsure,No
36,2017,Male,United States,No,No,Yes,Sometimes,Yes,Yes,Yes,Yes,No,No,Unsure,Very difficult,Maybe,Maybe,Some of them,Some,Maybe,Maybe,Unsure,No
30,2017,Male,United States,Yes,No,Yes,Sometimes,Yes,Yes,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,No,No,Some of them,Some,No,Yes,Unsure,No
28,2017,Male,Canada,No,No,No,No,No,Yes,Yes,Unsure,No,Unsure,Yes,Very easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No
32,2017,Male,Italy,No,No,No,No,No,Yes,No,No,No,No,No,Somewhat difficult,Maybe,No,Some of them,No,Maybe,Maybe,No,No
35,2017,Male,United States,No,Yes,Yes,Rarely,No,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Some of them,Yes,No,No,Yes,No
19,2017,Male,Canada,No,No,Yes,Sometimes,No,Yes,Unsure,Unsure,No,No,Unsure,Somewhat difficult,No,No,Some of them,Yes,No,Yes,Unsure,No
33,2017,Male,Norway,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Unsure,Very easy,No,No,Some of them,Yes,No,No,Unsure,No
42,2017,Male,Germany,No,No,No,No,Yes,Yes,Unsure,Unsure,Yes,Yes,Yes,Very easy,No,No,Some of them,No,No,Maybe,Yes,No
37,2017,Male,United States,No,Yes,Yes,Sometimes,No,Yes,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Maybe,No,Some of them,Some,No,No,Unsure,No
40,2017,Male,Thailand,Yes,No,No,Never,No,Yes,No,No,No,No,Yes,Very easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No
36,2017,Male,United States,No,No,No,Never,No,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Some of them,Yes,No,No,Yes,No
29,2017,Female,United States,No,Yes,Yes,Sometimes,Yes,No,Unsure,No,No,Unsure,Unsure,Unsure,Maybe,No,Some of them,Yes,No,Maybe,Unsure,No
38,2017,Female,United States,No,Yes,Yes,Sometimes,No,No,Yes,Unsure,No,Unsure,Unsure,Unsure,Maybe,No,No,No,No,No,Unsure,No
26,2017,Male,United States,No,Yes,Yes,Sometimes,No,Yes,Yes,No,Yes,Unsure,Unsure,Somewhat difficult,Yes,Maybe,No,No,No,Maybe,No,No
34,2017,Male,Germany,No,No,No,Rarely,No,Yes,No,No,No,No,Yes,Somewhat easy,Maybe,Maybe,No,Some,Maybe,Maybe,Yes,No
21,2017,Male,United States,No,No,Yes,Often,No,No,No,Yes,No,No,No,Unsure,Yes,No,Some of them,Some,No,Yes,No,Yes
31,2017,Male,Canada,Yes,Yes,No,Sometimes,Yes,Yes,No,Yes,No,No,Yes,Somewhat easy,No,No,No,No,No,No,Yes,No
37,2017,Female,United States,No,Yes,Yes,Rarely,No,No,Yes,Yes,Yes,Yes,Unsure,Unsure,Maybe,Maybe,Yes,Some,No,Maybe,Yes,No
37,2017,Male,Ireland,No,Yes,Yes,Sometimes,No,Yes,No,No,No,No,Unsure,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
38,2017,Male,Ireland,No,Yes,Yes,Sometimes,No,Yes,No,No,No,No,No,Very difficult,Yes,Yes,No,No,No,No,No,No
27,2017,Female,United States,No,No,Yes,Sometimes,No,Yes,Unsure,Unsure,Yes,Unsure,Unsure,Somewhat easy,Yes,No,Some of them,No,No,Maybe,No,No
39,2017,Male,Netherlands,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,Somewhat easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No
33,2017,Female,United States,Yes,Yes,Yes,Sometimes,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,Yes,Some of them,No,No,No,No,No
27,2017,Male,United Kingdom,No,No,No,Never,No,Yes,Unsure,Unsure,No,Unsure,Unsure,Somewhat easy,No,No,Some of them,No,Yes,Yes,Unsure,No
36,2017,Female,United States,No,No,Yes,Never,Yes,Yes,Yes,No,No,No,Unsure,Unsure,Maybe,Maybe,Some of them,Some,No,No,No,No
28,2017,Male,United Kingdom,No,No,No,Never,No,Yes,Unsure,Unsure,No,No,Unsure,Somewhat easy,No,No,Some of them,Yes,Maybe,Yes,Unsure,No
39,2017,Male,United Kingdom,No,No,Yes,Sometimes,No,No,Unsure,No,No,No,Unsure,Unsure,Maybe,Maybe,Some of them,Some,No,No,Unsure,No
33,2017,Male,United States,Yes,Yes,Yes,Sometimes,Yes,Yes,No,Yes,No,No,Yes,Very easy,Maybe,Maybe,Yes,Yes,No,No,Yes,No
32,2017,Male,United Kingdom,No,No,No,No,No,No,Unsure,Unsure,No,Unsure,Unsure,Unsure,Maybe,No,Some of them,Some,No,Yes,Unsure,No
28,2017,Male,United Kingdom,No,No,No,No,No,No,Unsure,Unsure,No,Unsure,Unsure,Unsure,No,No,Some of them,Some,Yes,Yes,No,No
37,2017,Male,United Kingdom,No,Yes,Yes,Rarely,No,Yes,No,No,No,No,Yes,Somewhat easy,Yes,No,Some of them,Yes,No,Maybe,No,Yes
39,2017,Male,Canada,No,No,Yes,Sometimes,No,No,Yes,Yes,Yes,Yes,Yes,Very easy,Yes,No,Some of them,Yes,No,Maybe,No,Yes
43,2017,Male,United States,No,No,No,Sometimes,Yes,Yes,Unsure,No,No,Unsure,Unsure,Unsure,Maybe,No,No,No,No,Maybe,No,No
32,2017,Other,United Kingdom,No,No,Yes,Sometimes,No,No,Unsure,No,Yes,Yes,Unsure,Unsure,No,No,Yes,Some,Yes,Yes,Yes,Yes
27,2017,Female,United States,No,No,No,No,No,Yes,Unsure,Unsure,No,Yes,Unsure,Unsure,Maybe,No,Some of them,Yes,No,No,Unsure,No
31,2017,Female,United Kingdom,No,No,No,No,No,Yes,Unsure,No,No,No,Unsure,Unsure,No,No,Yes,Yes,Maybe,Maybe,Unsure,No
43,2017,Male,United Kingdom,No,No,Yes,Never,No,Yes,Unsure,No,No,Unsure,Unsure,Unsure,No,No,Yes,Yes,Yes,Yes,Unsure,No
33,2017,Male,United States,No,No,Yes,Sometimes,Yes,Yes,No,Yes,No,No,Yes,Somewhat difficult,No,No,Yes,Yes,Yes,Yes,Unsure,No
34,2017,Male,United Kingdom,No,Yes,Yes,Sometimes,No,Yes,Unsure,Unsure,Unsure,Unsure,Yes,Very easy,No,No,Some of them,Yes,No,Maybe,Yes,No
33,2017,Male,United States,Yes,No,No,No,No,Yes,Unsure,No,No,No,Unsure,Unsure,No,No,Yes,Yes,No,Maybe,Unsure,No
25,2017,Male,United States,No,No,No,No,No,Yes,Unsure,No,No,No,Unsure,Unsure,No,No,Some of them,Yes,No,No,Unsure,No
25,2017,Male,United States,No,Yes,Yes,Sometimes,No,No,Yes,Yes,Yes,Yes,Yes,Unsure,Maybe,No,Some of them,Some,No,No,No,Yes
32,2017,Male,United Kingdom,Yes,Yes,No,No,No,Yes,No,Yes,No,No,Yes,Somewhat easy,No,No,No,Yes,No,Maybe,No,No
25,2017,Male,United States,No,Yes,Yes,Sometimes,No,Yes,Yes,Yes,Unsure,Unsure,Yes,Unsure,Maybe,No,Some of them,Some,No,Maybe,Unsure,No
37,2017,Male,Netherlands,No,No,No,No,Yes,No,Unsure,No,Unsure,Unsure,Unsure,Somewhat easy,Maybe,No,Yes,Yes,No,No,Unsure,No
39,2017,Male,Switzerland,No,No,Yes,Never,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Some of them,Some,No,Maybe,Yes,No
29,2017,Male,United Kingdom,No,No,No,Rarely,No,Yes,Unsure,Unsure,No,No,Unsure,Somewhat easy,No,No,Some of them,Yes,No,Maybe,Unsure,Yes
33,2017,Male,United States,No,No,Yes,Sometimes,No,Yes,Yes,Yes,Unsure,Unsure,Unsure,Unsure,Maybe,Maybe,Some of them,Some,No,No,Unsure,No
37,2017,Female,United States,No,No,Yes,Often,Yes,Yes,Unsure,Unsure,No,No,Yes,Somewhat difficult,Yes,No,Some of them,Some,No,Yes,No,Yes
35,2017,Female,United States,No,No,Yes,Sometimes,No,No,Yes,No,No,No,Yes,Very difficult,Yes,Maybe,No,Some,No,Yes,No,Yes
22,2017,Female,United States,No,Yes,Yes,Sometimes,No,Yes,Unsure,Unsure,Unsure,Unsure,Unsure,Very difficult,Yes,Maybe,Some of them,Some,No,Maybe,No,Yes
38,2017,Male,United States,No,No,No,Never,No,Yes,Yes,Yes,No,No,Unsure,Somewhat easy,Maybe,No,Some of them,Yes,No,Maybe,No,Yes
32,2017,Female,United States,No,Yes,Yes,Often,No,Yes,Yes,No,No,Unsure,Unsure,Unsure,Yes,No,Some of them,Yes,No,No,Unsure,No
28,2017,Male,Brazil,No,No,No,No,No,Yes,Unsure,No,No,No,Unsure,Unsure,Maybe,No,Some of them,Yes,Maybe,Yes,No,Yes
27,2017,Male,Switzerland,No,Yes,No,No,No,Yes,No,No,No,No,Unsure,Unsure,Maybe,No,Some of them,Yes,No,Yes,No,No
35,2017,Female,United States,No,No,Yes,Sometimes,Yes,Yes,Unsure,No,Unsure,Unsure,Unsure,Very easy,Maybe,No,Some of them,No,No,Maybe,Yes,No
29,2017,Male,United States,No,No,No,Never,No,No,Yes,Yes,Yes,No,Yes,Very easy,Yes,Maybe,Yes,Yes,No,Maybe,Unsure,No
23,2017,Male,United States,No,Yes,Yes,Sometimes,No,Yes,No,Yes,No,No,Unsure,Very easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No
39,2017,Male,United States,No,No,No,No,Yes,Yes,Yes,No,No,No,Unsure,Unsure,Yes,Maybe,No,No,No,No,Unsure,No
30,2017,Female,United States,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Some of them,No,No,No,Yes,No
32,2017,Male,United Kingdom,No,No,No,No,No,Yes,Unsure,Unsure,No,Unsure,Unsure,Somewhat easy,Maybe,Maybe,Some of them,Some,Maybe,Maybe,Unsure,No
28,2017,Other,United States,No,No,Yes,Sometimes,No,Yes,No,Yes,No,No,Unsure,Somewhat difficult,Yes,Maybe,Some of them,Some,No,No,No,Yes
40,2017,Female,United States,No,Yes,Yes,Sometimes,No,No,Yes,Yes,Yes,Yes,Yes,Unsure,Maybe,No,Some of them,Yes,No,No,Unsure,Yes
36,2017,Female,United States,No,Yes,No,No,No,Yes,Unsure,No,No,Unsure,Unsure,Unsure,No,No,No,Some,No,Maybe,Yes,No
27,2017,Male,United States,No,No,No,No,Yes,Yes,Unsure,Unsure,No,Unsure,Unsure,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
41,2017,Male,United States,No,Yes,No,Sometimes,No,Yes,Yes,Yes,No,Yes,Unsure,Unsure,Maybe,No,Some of them,Some,No,Maybe,No,No
29,2017,Male,United Kingdom,No,No,No,Never,No,Yes,Unsure,No,No,No,Unsure,Unsure,Maybe,No,Some of them,No,No,Maybe,Unsure,No
29,2017,Male,United Kingdom,No,No,Yes,Sometimes,No,Yes,No,No,No,No,Unsure,Somewhat difficult,No,No,Some of them,Some,No,Maybe,No,No
35,2017,Male,United States,No,No,Yes,Often,No,No,No,No,No,No,Yes,Very difficult,Yes,No,Some of them,Some,No,Yes,No,Yes
28,2017,Male,United States,No,No,Yes,Never,Yes,Yes,No,Yes,No,No,Unsure,Unsure,Maybe,Maybe,Some of them,Some,No,No,Unsure,No
36,2017,Female,United Kingdom,Yes,No,No,Sometimes,Yes,Yes,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Maybe,No,Some of them,No,No,No,Unsure,No
39,2017,Female,United States,No,No,No,Sometimes,No,Yes,Unsure,Unsure,No,Unsure,Unsure,Unsure,Yes,No,No,No,No,Yes,Unsure,No
39,2017,Male,United States,No,Yes,Yes,Sometimes,No,Yes,Yes,Yes,Yes,Yes,Yes,Very difficult,Maybe,No,Some of them,Yes,No,No,Unsure,No
44,2017,Male,United States,Yes,Yes,Yes,Sometimes,Yes,Yes,No,Yes,No,No,No,Very easy,Yes,Yes,Some of them,No,No,No,Yes,No
26,2017,Other,Germany,Yes,No,Yes,Sometimes,Yes,Yes,No,Unsure,Yes,Yes,Yes,Very easy,No,No,Some of them,Some,Maybe,Maybe,Yes,No
35,2017,Male,Denmark,Yes,Yes,Yes,Often,No,Yes,No,Yes,Yes,No,Unsure,Somewhat easy,No,No,Some of them,Some,Maybe,Yes,Yes,No
40,2017,Female,United States,No,Yes,Yes,Sometimes,No,No,Yes,Unsure,Yes,Unsure,Unsure,Unsure,Yes,Maybe,Some of them,No,No,No,Unsure,No
35,2017,Male,Denmark,Yes,Yes,Yes,Often,No,Yes,No,Yes,Yes,No,Unsure,Somewhat easy,No,No,Some of them,Some,Maybe,Yes,Yes,No
38,2017,Male,United States,No,No,No,Never,Yes,Yes,No,Yes,No,No,No,Very difficult,Yes,Yes,No,No,No,No,Unsure,No
34,2017,Male,United States,No,No,No,No,Yes,Yes,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,No,No,Some of them,Yes,No,Maybe,Yes,No
43,2017,Male,United States,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Unsure,Unsure,No,No,Some of them,Yes,No,Maybe,Unsure,No
48,2017,Female,United States,No,Yes,No,Often,No,Yes,Unsure,No,No,No,No,Very difficult,Yes,Yes,No,Some,No,No,No,Yes
20,2017,Male,United States,No,No,No,Never,No,Yes,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,No,No,Some of them,Yes,Maybe,Maybe,Yes,No
40,2017,Male,United States,Yes,No,No,Sometimes,Yes,Yes,Unsure,Unsure,No,No,Unsure,Somewhat easy,Yes,Maybe,Some of them,No,No,No,Unsure,No
29,2017,Female,United Kingdom,No,No,Yes,Rarely,No,Yes,Unsure,No,No,No,Unsure,Unsure,Maybe,No,Some of them,No,No,Maybe,Unsure,No
35,2017,Male,United States,No,Yes,Yes,Sometimes,No,No,No,Yes,No,No,Yes,Unsure,No,No,Some of them,Yes,No,No,Yes,No
29,2017,Male,United States,No,Yes,No,Sometimes,Yes,No,Yes,Yes,No,Yes,Yes,Very easy,Maybe,No,Some of them,No,No,No,Yes,No
40,2017,Male,United States,No,No,No,Never,No,Yes,Yes,Unsure,No,Unsure,Unsure,Unsure,Maybe,No,Some of them,Some,No,Maybe,Unsure,No
29,2017,Male,Sweden,No,No,Yes,Rarely,No,Yes,No,Yes,No,No,Yes,Very easy,No,No,Some of them,Yes,No,No,Yes,No
29,2017,Female,United States,No,Yes,Yes,Rarely,No,Yes,Yes,Unsure,Unsure,No,Unsure,Unsure,No,No,Yes,Yes,No,Maybe,Unsure,No
34,2017,Male,United States,No,No,Yes,Sometimes,No,Yes,No,No,No,No,Unsure,Unsure,Yes,No,No,No,No,Yes,Unsure,No
44,2017,Male,United Kingdom,No,Yes,Yes,Sometimes,No,No,Unsure,No,No,No,Unsure,Somewhat difficult,Maybe,No,Some of them,Yes,No,Maybe,No,Yes
24,2017,Female,United States,No,Yes,Yes,Often,No,Yes,Yes,Yes,No,No,Yes,Very easy,No,No,Some of them,Yes,No,Yes,No,Yes
47,2017,Female,United States,No,No,No,No,Yes,Yes,Unsure,No,No,Unsure,Unsure,Very difficult,Yes,Yes,No,No,No,No,No,No
43,2017,Male,United Kingdom,No,Yes,No,No,No,No,Unsure,No,No,No,Unsure,Very easy,Maybe,No,Some of them,Yes,No,Maybe,Unsure,No
36,2017,Male,United States,No,No,No,Rarely,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat difficult,No,No,Some of them,Yes,No,No,No,No
43,2017,Male,United States,No,No,Yes,Sometimes,No,No,Unsure,No,No,Unsure,Unsure,Very difficult,Maybe,No,Some of them,Yes,No,No,Unsure,No
36,2017,Male,United Kingdom,Yes,No,No,Sometimes,Yes,Yes,No,No,No,No,Unsure,Somewhat difficult,No,No,Yes,Yes,No,Maybe,Unsure,Yes
31,2017,Female,United States,No,Yes,Yes,Sometimes,No,Yes,Yes,Yes,No,No,Unsure,Somewhat difficult,No,No,Yes,Yes,Maybe,Maybe,Unsure,No
35,2017,Male,United States,No,No,No,Sometimes,No,Yes,Unsure,Unsure,Yes,Unsure,Unsure,Unsure,Maybe,No,Some of them,No,No,No,Unsure,No
33,2017,Male,United States,No,Yes,No,No,No,No,Yes,No,No,No,Yes,Somewhat difficult,No,No,Some of them,Some,No,No,Unsure,No
37,2017,Male,Italy,No,No,No,Sometimes,No,Yes,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Yes,Yes,Some of them,No,No,No,No,No
34,2018,Male,United States,No,No,Yes,Sometimes,No,Yes,Unsure,No,Yes,Unsure,Yes,Unsure,Maybe,No,Some of them,No,No,No,Unsure,No
36,2018,Male,Netherlands,Yes,No,Yes,Sometimes,No,Yes,No,No,No,No,Unsure,Very easy,No,No,Yes,No,No,No,Yes,No
40,2018,Male,United States,Yes,Yes,Yes,Sometimes,Yes,Yes,No,Yes,No,No,Yes,Very easy,No,No,Yes,Yes,No,No,Yes,No
40,2018,Male,United States,No,No,No,Rarely,No,Yes,Yes,Yes,Yes,Yes,Yes,Unsure,No,No,Some of them,Some,No,Maybe,Unsure,No
42,2018,Male,United States,No,No,Yes,Sometimes,Yes,Yes,No,Yes,No,No,Unsure,Somewhat easy,Maybe,No,No,No,No,Maybe,Unsure,No
23,2018,Male,United States,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Unsure,Yes,Unsure,Maybe,No,No,Some,No,No,Unsure,No
21,2018,Male,United Kingdom,No,Yes,No,Never,No,No,No,No,No,No,Yes,Somewhat easy,Maybe,No,Some of them,Some,No,Maybe,Unsure,No
26,2018,Male,Canada,No,No,No,Sometimes,Yes,Yes,No,No,No,No,Unsure,Very difficult,Yes,Maybe,Some of them,Some,No,Maybe,Unsure,No
31,2018,Male,United States,No,Yes,No,No,No,Yes,Unsure,Unsure,No,No,Unsure,Unsure,Maybe,No,Some of them,Some,No,No,Unsure,No
25,2018,Male,United States,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Some of them,Yes,Maybe,Yes,Yes,No
51,2018,Male,United States,No,No,No,Never,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,No,No,Yes,No
24,2018,Male,United States,No,No,No,No,No,Yes,Unsure,Unsure,Unsure,No,Yes,Somewhat easy,No,No,Some of them,Yes,No,Maybe,Unsure,No
33,2018,Male,United States,No,No,No,No,No,Yes,No,No,No,No,Unsure,Unsure,Maybe,No,Some of them,Yes,No,No,No,No
32,2018,Male,United Kingdom,No,Yes,Yes,Rarely,No,No,No,No,No,No,No,Unsure,Yes,Maybe,Some of them,No,No,No,No,No
